normalized_name	concept_id	display_name
rheumatic mitral stenosis (disorder)	86466006	Rheumatic mitral stenosis (disorder)
rheumatic mitral stenosis with regurgitation (disorder)	787001	Rheumatic mitral stenosis with regurgitation (disorder)
rheumatic tricuspid valve regurgitation (disorder)	67696008	Rheumatic tricuspid valve regurgitation (disorder)
rheumatoid arthritis (disorder)	69896004	Rheumatoid arthritis (disorder)
rheumatoid arthritis of foot (disorder)	429192004	Rheumatoid arthritis of foot (disorder)
rheumatoid arthritis of hand joint (disorder)	287007001	Rheumatoid arthritis of hand joint (disorder)
rheumatoid arthritis with arteritis (disorder)	399923009	Rheumatoid arthritis with arteritis (disorder)
rheumatoid factor detected (finding)	165839004	Rheumatoid factor detected (finding)
rhinitis (disorder)	70076002	Rhinitis (disorder)
rhinitis medicamentosa (disorder)	95239003	Rhinitis medicamentosa (disorder)
rhinophyma (disorder)	19877001	Rhinophyma (disorder)
rib pain (finding)	297217002	Rib pain (finding)
rickets (disorder)	41345002	Rickets (disorder)
right bundle branch block (disorder)	59118001	Right bundle branch block (disorder)
right femoral hernia (disorder)	15971181000119105	Right femoral hernia (disorder)
right inguinal hernia (disorder)	236021006	Right inguinal hernia (disorder)
right lower quadrant pain (finding)	301754002	Right lower quadrant pain (finding)
right lower zone pneumonia (disorder)	301001009	Right lower zone pneumonia (disorder)
right upper quadrant pain (finding)	301717006	Right upper quadrant pain (finding)
right ventricular failure (disorder)	367363000	Right ventricular failure (disorder)
rosacea (disorder)	398909004	Rosacea (disorder)
rotator cuff impingement syndrome (disorder)	359532006	Rotator cuff impingement syndrome (disorder)
rotator cuff tear arthropathy (disorder)	415352004	Rotator cuff tear arthropathy (disorder)
round hole of retina without detachment (disorder)	51226000	Round hole of retina without detachment (disorder)
routine antenatal care (regime/therapy)	134435003	Routine antenatal care (regime/therapy)
roux-en-y gastrojejunostomy (procedure)	173747005	Roux-en-Y gastrojejunostomy (procedure)
rubella non-immune (finding)	302764009	Rubella non-immune (finding)
rubella status not known (finding)	169696001	Rubella status not known (finding)
rubeosis iridis (disorder)	51995000	Rubeosis iridis (disorder)
rumination disorder (disorder)	37941009	Rumination disorder (disorder)
rupture of achilles tendon (disorder)	429513001	Rupture of Achilles tendon (disorder)
rupture of anterior cruciate ligament (disorder)	239725005	Rupture of anterior cruciate ligament (disorder)
rupture of eye with partial loss of intraocular tissue (disorder)	23293006	Rupture of eye with partial loss of intraocular tissue (disorder)
rupture of globe (disorder)	231791008	Rupture of globe (disorder)
rupture of medial collateral ligament of knee (disorder)	239729004	Rupture of medial collateral ligament of knee (disorder)
rupture of muscle (disorder)	262966007	Rupture of muscle (disorder)
rupture of posterior cruciate ligament (disorder)	239727002	Rupture of posterior cruciate ligament (disorder)
rupture of rotator cuff of shoulder (disorder)	926335004	Rupture of rotator cuff of shoulder (disorder)
rupture of tendon of biceps (disorder)	428883008	Rupture of tendon of biceps (disorder)
ruptured abdominal aortic aneurysm (disorder)	14336007	Ruptured abdominal aortic aneurysm (disorder)
ruptured achilles tendon - traumatic (disorder)	275335003	Ruptured Achilles tendon - traumatic (disorder)
ruptured cerebral aneurysm (disorder)	233983001	Ruptured cerebral aneurysm (disorder)
ruptured cyst of ovary (disorder)	95598005	Ruptured cyst of ovary (disorder)
ruptured ectopic pregnancy (disorder)	17433009	Ruptured ectopic pregnancy (disorder)
sacral dimple (finding)	311897005	Sacral dimple (finding)
sacroiliac disorder (disorder)	202805003	Sacroiliac disorder (disorder)
sacroiliac instability (finding)	29885006	Sacroiliac instability (finding)
saint louis encephalitis virus infection (disorder)	417192005	Saint Louis encephalitis virus infection (disorder)
salmonella food poisoning (disorder)	302229004	Salmonella food poisoning (disorder)
salpingo-oophorectomy (procedure)	116028008	Salpingo-oophorectomy (procedure)
sampling of cervix for papanicolaou smear done (situation)	767357000	Sampling of cervix for Papanicolaou smear done (situation)
sarcoidosis (disorder)	31541009	Sarcoidosis (disorder)
sarcoma (disorder)	424413001	Sarcoma (disorder)
sarcoma of head and/or neck (disorder)	423812005	Sarcoma of head and/or neck (disorder)
sarcoma, metastatic (morphologic abnormality)	372152003	Sarcoma, metastatic (morphologic abnormality)
scalding pain on urination (finding)	58250006	Scalding pain on urination (finding)
scalp laceration (disorder)	274166008	Scalp laceration (disorder)
scapulalgia (finding)	20793008	Scapulalgia (finding)
scar (disorder)	275322007	Scar (disorder)
scar of face (disorder)	447071003	Scar of face (disorder)
scar of skin (disorder)	70582006	Scar of skin (disorder)
scarlet fever (disorder)	30242009	Scarlet fever (disorder)
scarred macula (disorder)	18410006	Scarred macula (disorder)
schizoaffective disorder (disorder)	68890003	Schizoaffective disorder (disorder)
schizoaffective disorder, depressive type (disorder)	84760002	Schizoaffective disorder, depressive type (disorder)
schizoaffective disorder, manic type (disorder)	271428004	Schizoaffective disorder, manic type (disorder)
schizoaffective schizophrenia in remission (disorder)	191574005	Schizoaffective schizophrenia in remission (disorder)
schizophrenia (disorder)	58214004	Schizophrenia (disorder)
school admission medical examination (procedure)	171387006	School admission medical examination (procedure)
schwannoma (disorder)	189948006	Schwannoma (disorder)
sciatic nerve palsy (disorder)	247390002	Sciatic nerve palsy (disorder)
sciatic neuropathy (disorder)	52585001	Sciatic neuropathy (disorder)
sciatica (disorder)	23056005	Sciatica (disorder)
scleral buckling (procedure)	26786002	Scleral buckling (procedure)
scleritis (disorder)	78370002	Scleritis (disorder)
sclerosing cholangitis (disorder)	235917005	Sclerosing cholangitis (disorder)
scoliosis deformity of spine (disorder)	298382003	Scoliosis deformity of spine (disorder)
scoliosis of lumbar spine (disorder)	298591003	Scoliosis of lumbar spine (disorder)
scoliosis of thoracic spine (disorder)	298494008	Scoliosis of thoracic spine (disorder)
screening colonoscopy (procedure)	444783004	Screening colonoscopy (procedure)
screening for cardiovascular system disease (procedure)	300007000	Screening for cardiovascular system disease (procedure)
screening for disorder (procedure)	312851005	Screening for disorder (procedure)
screening for harmful pattern of substance use (procedure)	370854007	Screening for harmful pattern of substance use (procedure)
screening for malignant neoplasm of breast (procedure)	268547008	Screening for malignant neoplasm of breast (procedure)
screening for malignant neoplasm of cervix (procedure)	171149006	Screening for malignant neoplasm of cervix (procedure)
screening for malignant neoplasm of colon (procedure)	275978004	Screening for malignant neoplasm of colon (procedure)
screening for malignant neoplasm of prostate (procedure)	444822002	Screening for malignant neoplasm of prostate (procedure)
screening for malignant neoplasm of rectum (procedure)	275979007	Screening for malignant neoplasm of rectum (procedure)
screening for malignant neoplasm of skin (procedure)	444638005	Screening for malignant neoplasm of skin (procedure)
screening for malignant neoplastic disease (procedure)	15886004	Screening for malignant neoplastic disease (procedure)
screening for osteoporosis (procedure)	300004007	Screening for osteoporosis (procedure)
screening mammography (procedure)	24623002	Screening mammography (procedure)
screening procedure (procedure)	20135006	Screening procedure (procedure)
seasonal affective disorder (disorder)	247803002	Seasonal affective disorder (disorder)
seasonal allergic conjunctivitis (disorder)	231855007	Seasonal allergic conjunctivitis (disorder)
seasonal allergic rhinitis (disorder)	367498001	Seasonal allergic rhinitis (disorder)
sebaceous hyperplasia (finding)	238748009	Sebaceous hyperplasia (finding)
seborrheic blepharitis (disorder)	231797007	Seborrheic blepharitis (disorder)
seborrheic dermatitis (disorder)	50563003	Seborrheic dermatitis (disorder)
seborrheic dermatitis of scalp (disorder)	156329007	Seborrheic dermatitis of scalp (disorder)
second degree perineal laceration (disorder)	6234006	Second degree perineal laceration (disorder)
second degree uterine prolapse (disorder)	9283009	Second degree uterine prolapse (disorder)
secondary adhesive capsulitis (disorder)	430474001	Secondary adhesive capsulitis (disorder)
secondary benign hypertension (disorder)	194785008	Secondary benign hypertension (disorder)
secondary cataract (disorder)	766834007	Secondary cataract (disorder)
secondary erectile dysfunction (disorder)	473021009	Secondary erectile dysfunction (disorder)
secondary female infertility (disorder)	30238006	Secondary female infertility (disorder)
secondary glaucoma (disorder)	95717004	Secondary glaucoma (disorder)
secondary hemorrhage postprocedure (disorder)	308896002	Secondary hemorrhage postprocedure (disorder)
secondary hyperparathyroidism (disorder)	91478007	Secondary hyperparathyroidism (disorder)
secondary hypertension (disorder)	31992008	Secondary hypertension (disorder)
secondary hypothyroidism (disorder)	82598004	Secondary hypothyroidism (disorder)
secondary inflammatory arthritis (disorder)	239821006	Secondary inflammatory arthritis (disorder)
secondary parkinsonism (disorder)	230292008	Secondary parkinsonism (disorder)
secondary peripheral neuropathy (disorder)	385006	Secondary peripheral neuropathy (disorder)
secondary physiologic amenorrhea (finding)	86030004	Secondary physiologic amenorrhea (finding)
secondary polycythemia (disorder)	44865000	Secondary polycythemia (disorder)
secondary progressive multiple sclerosis (disorder)	425500002	Secondary progressive multiple sclerosis (disorder)
secondary pulmonary hypertension (disorder)	88223008	Secondary pulmonary hypertension (disorder)
sedative dependence (disorder)	427327003	Sedative dependence (disorder)
seen by pediatrician (finding)	305647009	Seen by pediatrician (finding)
seizure (finding)	91175000	Seizure (finding)
seizure disorder (disorder)	128613002	Seizure disorder (disorder)
self inflicted injury (disorder)	276853009	Self inflicted injury (disorder)
self poisoning caused by carbon monoxide (disorder)	242840004	Self poisoning caused by carbon monoxide (disorder)
self-injurious behavior (finding)	248062006	Self-injurious behavior (finding)
semimembranosus bursitis (disorder)	240004005	Semimembranosus bursitis (disorder)
seminoma (disorder)	443675005	Seminoma (disorder)
senile angioma (disorder)	5050001	Senile angioma (disorder)
senile cataract (disorder)	39450006	Senile cataract (disorder)
senile dementia (disorder)	15662003	Senile dementia (disorder)
senile dementia with delirium (disorder)	191461002	Senile dementia with delirium (disorder)
senile entropion (disorder)	55408009	Senile entropion (disorder)
senile hyperkeratosis (disorder)	398838000	Senile hyperkeratosis (disorder)
senile osteopenia (disorder)	37605006	Senile osteopenia (disorder)
senile osteoporosis (disorder)	18040001	Senile osteoporosis (disorder)
sensorineural hearing loss (disorder)	60700002	Sensorineural hearing loss (disorder)
sensorineural hearing loss of bilateral ears (disorder)	194424005	Sensorineural hearing loss of bilateral ears (disorder)
sensorineural hearing loss of combined sites (disorder)	65680009	Sensorineural hearing loss of combined sites (disorder)
sensory ataxia (finding)	445458007	Sensory ataxia (finding)
sensory hearing loss (disorder)	85571008	Sensory hearing loss (disorder)
sensory neuropathy (disorder)	95662005	Sensory neuropathy (disorder)
separation anxiety (disorder)	126943008	Separation anxiety (disorder)
